,customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_cell,rfm_score
1114,0001169094,0,3,270000.0,3,1,1,311,5
1115,0001011337,19,1,90000.0,2,1,1,211,4
1116,0001012706,19,2,180000.0,2,1,1,211,4
1117,0000021031,12,2,180000.0,2,1,1,211,4
1118,0001137387,19,1,90000.0,2,1,1,211,4
1119,0001078951,19,1,135000.0,2,1,1,211,4
1120,0001122245,5,4,315000.0,3,1,1,311,5
1121,0001181301,19,1,90000.0,2,1,1,211,4
1122,0001165313,19,1,90000.0,2,1,1,211,4
1123,0001119123,19,1,90000.0,2,1,1,211,4
1124,0001191045,19,1,90000.0,2,1,1,211,4
1125,0001186421,19,1,90000.0,2,1,1,211,4
1126,0001135045,19,1,90000.0,2,1,1,211,4
1127,0000027064,19,3,315000.0,2,1,1,211,4
1128,0000029155,19,2,315000.0,2,1,1,211,4
1129,0003004593,19,1,90000.0,2,1,1,211,4
1130,0001083116,19,1,90000.0,2,1,1,211,4
1131,0001138086,0,2,135000.0,3,1,1,311,5
1132,0001122308,19,1,90000.0,2,1,1,211,4
1133,0000011369,19,1,90000.0,2,1,1,211,4
1134,0003009656,19,2,180000.0,2,1,1,211,4
1135,0001161434,19,2,225000.0,2,1,1,211,4
1136,KH3840344,19,1,450000.0,2,1,1,211,4
1137,KH2931710,19,1,225000.0,2,1,1,211,4
1138,0000023098,4,2,180000.0,3,1,1,311,5
1139,0003009652,6,3,315000.0,3,1,1,311,5
1140,KH5789723,19,3,405000.0,2,1,1,211,4
1141,0001081030,7,2,720000.0,3,1,1,311,5
1142,0001186523,5,2,180000.0,3,1,1,311,5
1143,0001136802,2,3,270000.0,3,1,1,311,5
1144,0001080557,19,2,315000.0,2,1,1,211,4
1145,0001193235,6,2,180000.0,3,1,1,311,5
1146,0001067790,4,7,630000.0,3,1,1,311,5
1147,0000026371,19,1,90000.0,2,1,1,211,4
1148,0001006360,4,2,180000.0,3,1,1,311,5
1149,0001023676,19,1,90000.0,2,1,1,211,4
1150,KH2840707,19,2,180000.0,2,1,1,211,4
1151,0001081846,19,1,180000.0,2,1,1,211,4
1152,0001121253,19,1,180000.0,2,1,1,211,4
1153,KH5667352,0,2,360000.0,3,1,1,311,5
1154,0001136945,19,1,270000.0,2,1,1,211,4
1155,0001168251,19,1,135000.0,2,1,1,211,4
1156,0000023299,19,1,405000.0,2,1,1,211,4
1157,0000003810,19,1,90000.0,2,1,1,211,4
1158,0000025290,19,1,90000.0,2,1,1,211,4
1159,0001077133,19,2,225000.0,2,1,1,211,4
1160,0001124347,19,1,360000.0,2,1,1,211,4
1161,0001135166,19,1,225000.0,2,1,1,211,4
1162,0001028875,19,1,90000.0,2,1,1,211,4
1163,0001121729,0,4,450000.0,3,1,1,311,5
1164,0001119028,19,2,270000.0,2,1,1,211,4
1165,0001082694,5,3,405000.0,3,1,1,311,5
1166,0001122875,9,4,360000.0,3,1,1,311,5
1167,0001138763,19,2,225000.0,2,1,1,211,4
1168,0001080701,1,4,405000.0,3,1,1,311,5
1169,0001023267,19,1,90000.0,2,1,1,211,4
1170,0003008096,12,3,270000.0,2,1,1,211,4
1171,0000028886,19,1,135000.0,2,1,1,211,4
1172,0001078714,19,1,90000.0,2,1,1,211,4
1173,0000010249,19,3,450000.0,2,1,1,211,4
1174,KH6227303,19,1,90000.0,2,1,1,211,4
1175,0001068129,19,1,90000.0,2,1,1,211,4
1176,0001079448,19,1,225000.0,2,1,1,211,4
1177,0000010594,19,2,270000.0,2,1,1,211,4
1178,0000013207,19,1,90000.0,2,1,1,211,4
1179,0000026634,19,1,90000.0,2,1,1,211,4
1180,0001139150,19,3,495000.0,2,1,1,211,4
1181,0001167242,0,2,180000.0,3,1,1,311,5
1182,0001165709,19,1,90000.0,2,1,1,211,4
1183,0001005903,19,1,45000.0,2,1,1,211,4
1184,0000029383,19,1,90000.0,2,1,1,211,4
1185,0000011684,19,1,90000.0,2,1,1,211,4
1186,0001183677,12,4,270000.0,2,1,1,211,4
1187,0000024063,19,1,90000.0,2,1,1,211,4
1188,0001004979,19,1,270000.0,2,1,1,211,4
1189,0001082400,3,4,360000.0,3,1,1,311,5
1190,0001119980,19,1,90000.0,2,1,1,211,4
1191,0001135028,19,1,180000.0,2,1,1,211,4
1192,0001160623,19,1,180000.0,2,1,1,211,4
1193,0001139625,19,1,90000.0,2,1,1,211,4
1194,0001186575,19,1,90000.0,2,1,1,211,4
1195,KH4706199,19,1,90000.0,2,1,1,211,4
1196,0001138445,19,1,90000.0,2,1,1,211,4
1197,0001077800,19,1,180000.0,2,1,1,211,4
1198,0000026701,3,3,270000.0,3,1,1,311,5
1199,0001078063,19,1,90000.0,2,1,1,211,4
1200,0001080236,19,1,90000.0,2,1,1,211,4
1201,0001160275,10,4,360000.0,3,1,1,311,5
1202,0001024047,18,3,360000.0,2,1,1,211,4
1203,0000026428,19,1,180000.0,2,1,1,211,4
1204,0001121619,19,1,90000.0,2,1,1,211,4
1205,0001166428,19,1,90000.0,2,1,1,211,4
1206,0001015550,3,2,180000.0,3,1,1,311,5
1207,0001160455,19,1,90000.0,2,1,1,211,4
1208,0001181284,19,1,90000.0,2,1,1,211,4
1209,0001168582,19,1,90000.0,2,1,1,211,4
1210,0001013319,19,1,90000.0,2,1,1,211,4
1211,0001137830,13,3,270000.0,2,1,1,211,4
1212,0001005499,16,2,180000.0,2,1,1,211,4
1213,0000040173,0,5,450000.0,3,1,1,311,5
1214,0001119208,19,1,90000.0,2,1,1,211,4
1215,0001167488,19,1,90000.0,2,1,1,211,4
1216,0005008976,1,2,180000.0,3,1,1,311,5
1217,0001136922,18,1,90000.0,2,1,1,211,4
1218,0001169878,18,1,90000.0,2,1,1,211,4
1219,0001006914,0,2,270000.0,3,1,1,311,5
1220,0001004335,5,5,405000.0,3,1,1,311,5
1221,0000003244,6,2,270000.0,3,1,1,311,5
1222,0000020767,18,1,90000.0,2,1,1,211,4
1223,0001011254,18,1,90000.0,2,1,1,211,4
1224,0001137768,18,1,90000.0,2,1,1,211,4
1225,0001138652,18,1,90000.0,2,1,1,211,4
1226,0000040993,5,2,225000.0,3,1,1,311,5
1227,0001077300,18,1,90000.0,2,1,1,211,4
1228,0001079953,18,1,180000.0,2,1,1,211,4
1229,0001011662,18,1,90000.0,2,1,1,211,4
1230,KH9645142,13,3,315000.0,2,1,1,211,4
1231,0003009728,0,6,720000.0,3,1,1,311,5
1232,0001168519,0,4,360000.0,3,1,1,311,5
1233,0001123042,18,2,180000.0,2,1,1,211,4
1234,0001080853,18,1,180000.0,2,1,1,211,4
1235,0000025897,18,1,90000.0,2,1,1,211,4
1236,0001023861,18,1,45000.0,2,1,1,211,4
1237,0001167894,18,1,90000.0,2,1,1,211,4
1238,0001023798,18,1,180000.0,2,1,1,211,4
1239,KH1513648,1,3,270000.0,3,1,1,311,5
1240,0001138114,7,3,225000.0,3,1,1,311,5
1241,0000010591,18,2,225000.0,2,1,1,211,4
1242,0001082500,6,2,225000.0,3,1,1,311,5
1243,0001123448,1,2,180000.0,3,1,1,311,5
1244,0001168162,18,1,90000.0,2,1,1,211,4
1245,0001079288,18,3,270000.0,2,1,1,211,4
1246,0001191179,3,3,360000.0,3,1,1,311,5
1247,0001081291,8,6,630000.0,3,1,1,311,5
1248,0005008983,0,9,720000.0,3,1,1,311,5
1249,0001083870,18,1,45000.0,2,1,1,211,4
1250,0003008068,18,1,135000.0,2,1,1,211,4
1251,0000027884,18,1,90000.0,2,1,1,211,4
1252,0003004162,0,7,720000.0,3,1,1,311,5
1253,0001193256,18,2,180000.0,2,1,1,211,4
1254,0000025805,18,1,90000.0,2,1,1,211,4
1255,0001138354,18,1,90000.0,2,1,1,211,4
1256,0001080969,18,1,135000.0,2,1,1,211,4
1257,0001028901,12,3,405000.0,2,1,1,211,4
1258,0001120993,4,2,180000.0,3,1,1,311,5
1259,0001079968,18,2,180000.0,2,1,1,211,4
1260,0001119407,18,1,180000.0,2,1,1,211,4
1261,0000012643,7,3,495000.0,3,1,1,311,5
1262,0003004129,18,1,90000.0,2,1,1,211,4
1263,0001077408,18,1,90000.0,2,1,1,211,4
1264,0001120057,18,1,135000.0,2,1,1,211,4
1265,0001119881,18,2,270000.0,2,1,1,211,4
1266,0001029077,18,1,135000.0,2,1,1,211,4
1267,0001023247,18,1,90000.0,2,1,1,211,4
1268,0001136847,18,1,90000.0,2,1,1,211,4
1269,0001081500,18,1,90000.0,2,1,1,211,4
1270,0001169398,18,1,90000.0,2,1,1,211,4
1271,0000025443,18,1,315000.0,2,1,1,211,4
1272,0000028674,18,2,315000.0,2,1,1,211,4
1273,0001082007,18,1,90000.0,2,1,1,211,4
1274,0003009655,18,1,135000.0,2,1,1,211,4
1275,0000003335,10,4,360000.0,3,1,1,311,5
1276,KH4793910,18,1,90000.0,2,1,1,211,4
1277,0001163482,18,1,90000.0,2,1,1,211,4
1278,0001166084,18,1,90000.0,2,1,1,211,4
1279,0000040566,18,1,90000.0,2,1,1,211,4
1280,0001139092,18,1,90000.0,2,1,1,211,4
1281,0001119149,18,2,180000.0,2,1,1,211,4
1282,0001120830,18,1,90000.0,2,1,1,211,4
1283,0001137670,18,1,135000.0,2,1,1,211,4
1284,0001006356,2,3,270000.0,3,1,1,311,5
1285,0001122017,2,2,180000.0,3,1,1,311,5
1286,0001191178,1,3,315000.0,3,1,1,311,5
1287,0001161892,18,1,90000.0,2,1,1,211,4
1288,0000024428,18,1,90000.0,2,1,1,211,4
1289,0001029132,18,1,135000.0,2,1,1,211,4
1290,0001139237,18,1,90000.0,2,1,1,211,4
1291,0001168042,18,1,90000.0,2,1,1,211,4
1292,0001122623,18,1,540000.0,2,1,1,211,4
1293,0001165890,18,4,450000.0,2,1,1,211,4
1294,0001079738,18,1,90000.0,2,1,1,211,4
1295,0001193279,18,1,90000.0,2,1,1,211,4
1296,0001012426,18,1,90000.0,2,1,1,211,4
1297,0001122567,18,1,90000.0,2,1,1,211,4
1298,0000024125,18,1,90000.0,2,1,1,211,4
1299,0001167847,12,4,405000.0,2,1,1,211,4
1300,0001167153,1,2,180000.0,3,1,1,311,5
1301,0000041227,18,1,90000.0,2,1,1,211,4
1302,KH1003233,18,1,90000.0,2,1,1,211,4
1303,0001012827,18,1,90000.0,2,1,1,211,4
1304,0003009689,6,5,450000.0,3,1,1,311,5
1305,0001067522,18,1,90000.0,2,1,1,211,4
1306,0005008998,1,4,450000.0,3,1,1,311,5
1307,0000025614,18,1,90000.0,2,1,1,211,4
1308,0001183757,18,1,135000.0,2,1,1,211,4
1309,0001135272,18,1,180000.0,2,1,1,211,4
1310,0001146802,17,3,270000.0,2,1,1,211,4
1311,KH4529632,6,6,585000.0,3,1,1,311,5
1312,0001015712,17,1,90000.0,2,1,1,211,4
1313,0001169460,17,2,180000.0,2,1,1,211,4
1314,0001122659,17,1,270000.0,2,1,1,211,4
1315,0001137807,17,2,225000.0,2,1,1,211,4
1316,0000020248,0,5,540000.0,3,1,1,311,5
1317,0001166804,6,2,405000.0,3,1,1,311,5
1318,0001191160,17,1,90000.0,2,1,1,211,4
1319,0000022849,7,4,360000.0,3,1,1,311,5
1320,0001191072,17,1,90000.0,2,1,1,211,4
1321,0000042298,17,1,90000.0,2,1,1,211,4
1322,0005008183,1,10,810000.0,3,1,1,311,5
1323,0001165228,17,2,180000.0,2,1,1,211,4
1324,0001063273,1,2,270000.0,3,1,1,311,5
1325,0001181366,17,1,90000.0,2,1,1,211,4
1326,0001123433,17,1,90000.0,2,1,1,211,4
1327,0000021136,17,3,225000.0,2,1,1,211,4
1328,0000026398,17,2,180000.0,2,1,1,211,4
1329,0001016305,17,1,135000.0,2,1,1,211,4
1330,0001006387,17,1,90000.0,2,1,1,211,4
1331,0000013017,5,3,270000.0,3,1,1,311,5
1332,0001138883,17,2,180000.0,2,1,1,211,4
1333,0001161754,7,2,180000.0,3,1,1,311,5
1334,0000000558,17,2,270000.0,2,1,1,211,4
1335,0001005436,17,1,45000.0,2,1,1,211,4
1336,0001120769,17,1,90000.0,2,1,1,211,4
1337,0001079008,17,1,180000.0,2,1,1,211,4
1338,0000029442,17,1,90000.0,2,1,1,211,4
1339,KH984255,17,1,90000.0,2,1,1,211,4
1340,0001013513,9,2,180000.0,3,1,1,311,5
1341,0001192745,17,2,180000.0,2,1,1,211,4
1342,0001081011,17,1,45000.0,2,1,1,211,4
1343,0001080069,17,1,135000.0,2,1,1,211,4
1344,0003008036,10,2,180000.0,3,1,1,311,5
1345,KH9095172,1,2,360000.0,3,1,1,311,5
1346,0001080899,3,3,270000.0,3,1,1,311,5
1347,0001067446,17,3,225000.0,2,1,1,211,4
1348,0001191452,17,1,90000.0,2,1,1,211,4
1349,0000020152,17,1,45000.0,2,1,1,211,4
1350,0001079516,17,2,180000.0,2,1,1,211,4
1351,0001123483,17,1,90000.0,2,1,1,211,4
1352,0001168885,17,1,90000.0,2,1,1,211,4
1353,0000013206,2,6,540000.0,3,1,1,311,5
1354,0001161979,6,4,450000.0,3,1,1,311,5
1355,0001011897,0,4,315000.0,3,1,1,311,5
1356,0001160331,9,2,180000.0,3,1,1,311,5
1357,0001067795,17,1,90000.0,2,1,1,211,4
1358,0001165141,13,4,360000.0,2,1,1,211,4
1359,0000027323,4,3,225000.0,3,1,1,311,5
1360,0001165397,17,1,90000.0,2,1,1,211,4
1361,KH9697472,1,3,270000.0,3,1,1,311,5
1362,0001136403,17,1,90000.0,2,1,1,211,4
1363,KH2896848,7,2,675000.0,3,1,1,311,5
1364,0000029183,17,1,180000.0,2,1,1,211,4
1365,0001119414,17,2,180000.0,2,1,1,211,4
1366,0001138992,0,3,270000.0,3,1,1,311,5
1367,0000025870,17,1,180000.0,2,1,1,211,4
1368,0001067698,15,2,135000.0,2,1,1,211,4
1369,0001023960,17,1,90000.0,2,1,1,211,4
1370,0001081507,17,2,180000.0,2,1,1,211,4
1371,0000026985,17,1,90000.0,2,1,1,211,4
1372,0000011817,0,4,360000.0,3,1,1,311,5
1373,0001167458,17,1,90000.0,2,1,1,211,4
1374,0000028321,17,1,90000.0,2,1,1,211,4
1375,0000013471,6,5,450000.0,3,1,1,311,5
1376,0000013196,17,1,270000.0,2,1,1,211,4
1377,0001138532,17,2,180000.0,2,1,1,211,4
1378,0001016276,17,1,90000.0,2,1,1,211,4
1379,0001120717,17,1,90000.0,2,1,1,211,4
1380,0000012109,17,2,180000.0,2,1,1,211,4
1381,0001077388,12,2,180000.0,2,1,1,211,4
1382,0001122003,17,3,315000.0,2,1,1,211,4
1383,0000027047,17,1,90000.0,2,1,1,211,4
1384,0001135505,17,1,90000.0,2,1,1,211,4
1385,0001067732,17,4,690000.0,2,1,1,211,4
1386,0001083463,17,1,90000.0,2,1,1,211,4
1387,0001137404,17,1,90000.0,2,1,1,211,4
1388,0001013671,17,1,90000.0,2,1,1,211,4
1389,0001023278,17,1,90000.0,2,1,1,211,4
1390,0000040558,17,1,90000.0,2,1,1,211,4
1391,0001136780,17,1,90000.0,2,1,1,211,4
1392,0001029334,17,1,180000.0,2,1,1,211,4
1393,0000041774,6,4,360000.0,3,1,1,311,5
1394,0000021365,17,5,630000.0,2,1,1,211,4
1395,0005008181,2,5,720000.0,3,1,1,311,5
1396,0001181220,17,5,585000.0,2,1,1,211,4
1397,0001029098,17,1,90000.0,2,1,1,211,4
1398,0001078721,17,1,225000.0,2,1,1,211,4
1399,0000024299,17,2,180000.0,2,1,1,211,4
1400,0000012407,16,1,315000.0,2,1,1,211,4
1401,0001136544,7,2,180000.0,3,1,1,311,5
1402,0001186141,16,1,45000.0,2,1,1,211,4
1403,0001013995,16,3,270000.0,2,1,1,211,4
1404,0001079715,16,1,90000.0,2,1,1,211,4
1405,0000041467,16,2,180000.0,2,1,1,211,4
1406,0001161431,13,3,270000.0,2,1,1,211,4
1407,0001023290,16,1,810000.0,2,1,1,211,4
1408,0001079579,0,5,405000.0,3,1,1,311,5
1409,0000029263,4,2,180000.0,3,1,1,311,5
1410,0000041078,16,1,180000.0,2,1,1,211,4
1411,0000003228,16,1,90000.0,2,1,1,211,4
1412,0001165332,16,2,180000.0,2,1,1,211,4
1413,0001136626,16,1,90000.0,2,1,1,211,4
1414,0000027034,2,3,315000.0,3,1,1,311,5
1415,0001120156,15,2,270000.0,2,1,1,211,4
1416,0001083666,16,1,90000.0,2,1,1,211,4
1417,KH5267137,16,1,90000.0,2,1,1,211,4
1418,0003008101,16,3,360000.0,2,1,1,211,4
1419,0001082857,16,1,135000.0,2,1,1,211,4
1420,KH8345467,16,1,90000.0,2,1,1,211,4
1421,0000014371,16,2,180000.0,2,1,1,211,4
1422,KH3793034,16,1,45000.0,2,1,1,211,4
1423,0001160484,16,1,90000.0,2,1,1,211,4
1424,0000042344,0,2,135000.0,3,1,1,311,5
1425,KH8626892,16,2,180000.0,2,1,1,211,4
1426,0000012302,16,1,270000.0,2,1,1,211,4
1427,0001122142,16,1,1215000.0,2,1,1,211,4
1428,0001119578,11,2,180000.0,2,1,1,211,4
1429,KH9193438,16,1,90000.0,2,1,1,211,4
1430,0001136379,16,1,90000.0,2,1,1,211,4
1431,0001166147,16,2,180000.0,2,1,1,211,4
1432,KH262881,16,1,90000.0,2,1,1,211,4
1433,0001138077,3,3,315000.0,3,1,1,311,5
1434,0001165172,16,1,90000.0,2,1,1,211,4
1435,0000014370,16,2,180000.0,2,1,1,211,4
1436,0003004551,3,5,360000.0,3,1,1,311,5
1437,0001083863,16,2,180000.0,2,1,1,211,4
1438,0001012938,16,2,180000.0,2,1,1,211,4
1439,0001123517,0,2,405000.0,3,1,1,311,5
1440,0001161361,16,3,270000.0,2,1,1,211,4
1441,0001181226,16,1,90000.0,2,1,1,211,4
1442,0001163966,16,2,225000.0,2,1,1,211,4
1443,0001119325,16,1,225000.0,2,1,1,211,4
1444,0003004430,16,1,90000.0,2,1,1,211,4
1445,0000028741,16,2,225000.0,2,1,1,211,4
1446,0001079501,16,1,360000.0,2,1,1,211,4
1447,0001067719,16,1,90000.0,2,1,1,211,4
1448,0001138911,16,3,225000.0,2,1,1,211,4
1449,0001121741,16,2,675000.0,2,1,1,211,4
1450,KH4052458,16,1,90000.0,2,1,1,211,4
1451,0001007490,16,2,270000.0,2,1,1,211,4
1452,0001169431,16,2,405000.0,2,1,1,211,4
1453,0001146957,15,3,360000.0,2,1,1,211,4
1454,KH9834570,16,1,135000.0,2,1,1,211,4
1455,0001167964,0,3,540000.0,3,1,1,311,5
1456,0001191142,12,5,630000.0,2,1,1,211,4
1457,0001136819,16,2,180000.0,2,1,1,211,4
1458,0001191095,16,1,90000.0,2,1,1,211,4
1459,0001167079,16,1,90000.0,2,1,1,211,4
1460,0001029512,16,3,225000.0,2,1,1,211,4
1461,0001161567,16,2,135000.0,2,1,1,211,4
1462,0001029564,1,3,180000.0,3,1,1,311,5
1463,0001083710,16,2,180000.0,2,1,1,211,4
1464,0003008760,16,1,90000.0,2,1,1,211,4
1465,0001029770,5,2,180000.0,3,1,1,311,5
1466,0001183678,16,1,45000.0,2,1,1,211,4
1467,KH6443468,7,2,270000.0,3,1,1,311,5
1468,0001168146,16,1,315000.0,2,1,1,211,4
1469,0000042314,16,1,180000.0,2,1,1,211,4
1470,0001079191,16,1,90000.0,2,1,1,211,4
1471,0000013537,16,1,315000.0,2,1,1,211,4
1472,0001193385,16,3,315000.0,2,1,1,211,4
1473,0001167105,16,1,180000.0,2,1,1,211,4
1474,0001138061,8,2,135000.0,3,1,1,311,5
1475,KH6131834,16,1,90000.0,2,1,1,211,4
1476,0003004039,16,2,180000.0,2,1,1,211,4
1477,0001067491,16,1,180000.0,2,1,1,211,4
1478,0000027904,16,1,225000.0,2,1,1,211,4
1479,0001139447,16,1,135000.0,2,1,1,211,4
1480,0001161233,16,1,135000.0,2,1,1,211,4
1481,0003004481,16,2,180000.0,2,1,1,211,4
1482,0001013107,16,1,90000.0,2,1,1,211,4
1483,0000028337,1,4,360000.0,3,1,1,311,5
1484,0000027110,0,3,270000.0,3,1,1,311,5
1485,0003008788,16,1,90000.0,2,1,1,211,4
1486,0001012488,16,1,90000.0,2,1,1,211,4
1487,0000004159,16,1,90000.0,2,1,1,211,4
1488,0001136186,16,1,90000.0,2,1,1,211,4
1489,0000024099,16,2,180000.0,2,1,1,211,4
1490,0001163872,16,1,90000.0,2,1,1,211,4
1491,0000021593,16,1,90000.0,2,1,1,211,4
1492,0000026187,0,2,180000.0,3,1,1,311,5
1493,0001120155,16,1,90000.0,2,1,1,211,4
1494,0001005364,11,3,225000.0,2,1,1,211,4
1495,0001139805,16,1,90000.0,2,1,1,211,4
1496,KH4326228,16,1,90000.0,2,1,1,211,4
1497,0000027599,16,1,90000.0,2,1,1,211,4
1498,0000025285,2,3,270000.0,3,1,1,311,5
1499,0000023367,16,1,90000.0,2,1,1,211,4
1500,0001136516,16,1,45000.0,2,1,1,211,4
1501,0001078606,16,1,135000.0,2,1,1,211,4
1502,0001191189,2,3,315000.0,3,1,1,311,5
1503,0001119226,16,1,90000.0,2,1,1,211,4
1504,0001163949,6,2,180000.0,3,1,1,311,5
1505,0001079443,16,2,135000.0,2,1,1,211,4
1506,0000011297,1,4,315000.0,3,1,1,311,5
1507,KH9262554,16,1,90000.0,2,1,1,211,4
1508,KH8827089,0,2,225000.0,3,1,1,311,5
1509,0001146855,16,1,90000.0,2,1,1,211,4
1510,0001119813,5,4,405000.0,3,1,1,311,5
1511,0001024089,16,1,90000.0,2,1,1,211,4
1512,0001070958,6,4,630000.0,3,1,1,311,5
1513,0003008040,0,3,270000.0,3,1,1,311,5
1514,0001135445,15,1,90000.0,2,1,1,211,4
1515,0001123239,1,4,405000.0,3,1,1,311,5
1516,0001067462,15,1,180000.0,2,1,1,211,4
1517,0000014148,15,2,180000.0,2,1,1,211,4
1518,0001186453,6,2,180000.0,3,1,1,311,5
1519,0001167942,3,2,180000.0,3,1,1,311,5
1520,0001006156,15,1,90000.0,2,1,1,211,4
1521,0001160616,15,1,450000.0,2,1,1,211,4
1522,0001166934,15,2,180000.0,2,1,1,211,4
1523,0001081254,1,5,675000.0,3,1,1,311,5
1524,0001161993,15,1,45000.0,2,1,1,211,4
1525,0001183780,15,2,135000.0,2,1,1,211,4
1526,0001135711,1,6,585000.0,3,1,1,311,5
1527,0001121043,5,4,495000.0,3,1,1,311,5
1528,0001123569,15,2,270000.0,2,1,1,211,4
1529,0001163878,15,1,90000.0,2,1,1,211,4
1530,KH1936626,15,1,630000.0,2,1,1,211,4
1531,0001136367,15,1,45000.0,2,1,1,211,4
1532,0001119005,15,1,270000.0,2,1,1,211,4
1533,KH8162422,15,1,90000.0,2,1,1,211,4
1534,KH2024621,15,2,225000.0,2,1,1,211,4
1535,0001004582,5,3,225000.0,3,1,1,311,5
1536,0000012550,15,1,90000.0,2,1,1,211,4
1537,0001071102,15,1,90000.0,2,1,1,211,4
1538,0001081095,15,2,360000.0,2,1,1,211,4
1539,0001122820,0,6,765000.0,3,1,1,311,5
1540,0001168574,5,5,450000.0,3,1,1,311,5
1541,0001071880,15,1,90000.0,2,1,1,211,4
1542,0001168259,15,1,90000.0,2,1,1,211,4
1543,0001138480,6,2,180000.0,3,1,1,311,5
1544,0001191110,15,2,180000.0,2,1,1,211,4
1545,0001166860,14,2,180000.0,2,1,1,211,4
1546,0001006981,10,2,135000.0,3,1,1,311,5
1547,0001007196,15,2,180000.0,2,1,1,211,4
1548,0001169683,15,1,90000.0,2,1,1,211,4
1549,0001080875,6,5,585000.0,3,1,1,311,5
1550,0000022271,15,1,135000.0,2,1,1,211,4
1551,0001120920,6,3,270000.0,3,1,1,311,5
1552,KH9704978,6,2,180000.0,3,1,1,311,5
1553,KH7322181,3,2,180000.0,3,1,1,311,5
1554,0001081138,15,2,675000.0,2,1,1,211,4
1555,KH606751,2,5,450000.0,3,1,1,311,5
1556,0001192743,4,2,180000.0,3,1,1,311,5
1557,0001166124,15,2,270000.0,2,1,1,211,4
1558,0000027354,15,2,180000.0,2,1,1,211,4
1559,0005008994,15,2,180000.0,2,1,1,211,4
1560,KH3166418,7,3,315000.0,3,1,1,311,5
1561,0003008655,4,4,405000.0,3,1,1,311,5
1562,0001082377,15,1,90000.0,2,1,1,211,4
1563,0001081850,10,3,270000.0,3,1,1,311,5
1564,0001135833,15,2,270000.0,2,1,1,211,4
1565,0000000622,4,7,990000.0,3,1,1,311,5
1566,0001120763,15,1,45000.0,2,1,1,211,4
1567,0000025058,15,1,90000.0,2,1,1,211,4
1568,0000003352,8,2,225000.0,3,1,1,311,5
1569,0000030716,15,2,315000.0,2,1,1,211,4
1570,0001118832,12,6,765000.0,2,1,1,211,4
1571,0001078489,15,2,90000.0,2,1,1,211,4
1572,0000011621,15,1,90000.0,2,1,1,211,4
1573,0003009668,0,4,315000.0,3,1,1,311,5
1574,0001191104,5,7,945000.0,3,1,1,311,5
1575,0000025383,15,2,180000.0,2,1,1,211,4
1576,0001183798,15,1,360000.0,2,1,1,211,4
1577,0001135860,15,1,90000.0,2,1,1,211,4
1578,0001004634,15,3,270000.0,2,1,1,211,4
1579,0000024444,15,1,90000.0,2,1,1,211,4
1580,0001167211,15,4,360000.0,2,1,1,211,4
1581,0001029104,15,1,90000.0,2,1,1,211,4
1582,0001161611,0,4,360000.0,3,1,1,311,5
1583,0001191118,15,1,90000.0,2,1,1,211,4
1584,0001082609,15,1,90000.0,2,1,1,211,4
1585,0003004480,15,2,180000.0,2,1,1,211,4
1586,0001139914,15,1,135000.0,2,1,1,211,4
1587,0000022351,15,2,225000.0,2,1,1,211,4
1588,KH1847326,15,1,90000.0,2,1,1,211,4
1589,0001138181,15,1,90000.0,2,1,1,211,4
1590,0000040297,15,1,135000.0,2,1,1,211,4
1591,0001013808,4,3,270000.0,3,1,1,311,5
1592,0001168513,15,2,180000.0,2,1,1,211,4
1593,0001161675,0,4,360000.0,3,1,1,311,5
1594,0001082429,4,2,360000.0,3,1,1,311,5
1595,0000044696,0,6,495000.0,3,1,1,311,5
1596,0000025754,15,1,270000.0,2,1,1,211,4
1597,0000028730,15,1,90000.0,2,1,1,211,4
1598,0000014229,15,1,90000.0,2,1,1,211,4
1599,0001163880,15,1,90000.0,2,1,1,211,4
1600,0005008822,5,2,315000.0,3,1,1,311,5
1601,0000021595,3,2,180000.0,3,1,1,311,5
1602,KH9855766,0,3,270000.0,3,1,1,311,5
1603,0000013422,5,3,270000.0,3,1,1,311,5
1604,0001079803,15,1,90000.0,2,1,1,211,4
1605,0001080978,15,1,225000.0,2,1,1,211,4
1606,0003004570,4,2,315000.0,3,1,1,311,5
1607,0001138231,15,1,90000.0,2,1,1,211,4
1608,0001122167,15,1,90000.0,2,1,1,211,4
1609,0001193310,15,1,135000.0,2,1,1,211,4
1610,0001083695,15,1,90000.0,2,1,1,211,4
1611,0001119434,15,2,180000.0,2,1,1,211,4
1612,0000043311,1,4,360000.0,3,1,1,311,5
1613,0001165475,15,1,90000.0,2,1,1,211,4
1614,0001137052,7,2,180000.0,3,1,1,311,5
1615,0001081852,15,1,135000.0,2,1,1,211,4
1616,0001191063,15,1,90000.0,2,1,1,211,4
1617,0001161606,0,2,180000.0,3,1,1,311,5
1618,0000042768,15,1,90000.0,2,1,1,211,4
1619,0001169261,15,1,90000.0,2,1,1,211,4
1620,0001136200,15,1,90000.0,2,1,1,211,4
1621,0001165383,15,1,90000.0,2,1,1,211,4
1622,0001005076,15,1,90000.0,2,1,1,211,4
1623,0000012828,15,1,90000.0,2,1,1,211,4
1624,0001123575,15,1,90000.0,2,1,1,211,4
1625,0003004174,15,1,315000.0,2,1,1,211,4
1626,0001121178,15,1,90000.0,2,1,1,211,4
1627,0001013567,15,1,90000.0,2,1,1,211,4
1628,KH2143748,15,1,90000.0,2,1,1,211,4
